text,true_label,predicted_label,compound_score
Last nite I dreamt I got through London Business School  please someone quickly give the GMAT on my behalf,1,1,0.3182
"@nicktabick Bwaahahahaha. That's fun. A couple weeks ago, I pulled a mini-cd rom a floppy drive. That was fun. ",1,1,0.765
I want a walk to remember on dvd... ,0,1,0.0772
"@vanillabean45 and that is so awesome to know.  and hey, it's how I MET the Gliddens, so big ups on that, too.",1,1,0.7384
But debate like this is what heats me up!  My view can be summarize as follows: Science is NOT settled. (Yet?),1,1,0.5487
@TomFelton sunbathing for sure haha  and.. work.. i guess your work is way more fun than mine is hahah.,1,1,0.8357
Dad called after Id already gotten home--he was driving my mom to Kentucky to spend the week with Nani! So THATS where they were ,1,0,0.0
@PAEDR WHOAAAAA UR BRO (Y) &amp;&amp;WHY TTSH AGN?!? ,0,0,0.0
"demi is wearing a strange outfit in her new music video, but shes beautiful ",1,1,0.714
My 1st Mothers Day Tomorrow ,1,0,0.0
@viva_knievil Yay! Can't wait to see it. My legs are ghostlike and splotchy   Will shimmery moisturiser detract or draw attention to this?,0,1,0.5707
On my video phone!!! ,1,0,0.0
my cousin just danced! whooo go morgan  She did amazing,1,1,0.6239
The problem with being away from home 4 weeks &amp; returning: The Sub Zero has Sub Zero Food in it.    Bad Planing I #fail,0,0,-0.7351
"on my way to Canton, looks like it's gonna rain ",0,1,0.3612
I may have to babysit tonight  I'm excited. @Grawpie please have your phone on you.,1,1,0.5719
I'm loving Snaptu!  Probably the fastest and best Twitter app for java enabled phones http://www.snaptu.com #snaptu #twitter,1,1,0.8553
@Keithlaflam I couldn't resist retweeting it I thought it was so cute. ,1,1,0.5949
Beer up my nose *sneeze* in the mood for a good gig! Wanna dance ,1,1,0.4926
@MrsAshleyGrace @Michael_Lange Great seeing the two of you today ,1,1,0.6249
"At the airport again, just said goodbye to Mandy.  http://tinyurl.com/lqchks",1,0,0.0
@WeTheTRAVIS i want your number  ~feels like a creep~ ahwell,1,1,0.4767
@ankur79 quite a lot ...more than a lakh ,0,0,0.0
is going to do a 26 mile downhill marathon with Sabrina  I best start training,1,1,0.6369
@seerysm well the tandoor is a clay oven with charcoal fire http://en.wikipedia.org/wiki/Tandoor That's what makes the flavor IMHO ,1,0,-0.0772
Early start and hangovers are not good ,0,0,-0.3412
had to rt that before i walk out the door hehe..later taters ,1,0,0.0
@patchyemoly cool. ,1,1,0.3182
"@kristy awesome! I actually ahve to work while i'm in town, so I'll see what I can do. I'll check in. ",1,1,0.6588
My firefox crashed ,0,0,0.0
thankyouu! &lt;3 ,1,0,0.0
Hallelujah for payday!! Although half my money is gone already ,0,1,0.6792
i wanna see @ashleytisdale in concert soo badly; i never got a chance to actually meet her! ,0,0,-0.6288
@trent_reznor Congratulations ,1,1,0.5994
goodbye to 1120 songs in my laptop.. so sad so true  ,0,0,-0.0117
@bjds my WRX doesnt go sideways in the rain like my Skyline does ,0,1,0.3612
@hollydale if it isn't a Martini then it is not worth knowing. Redbull Vodka gets an exception. ,1,0,-0.1695
23 degrees out [hot for ireland] and im freezing ,0,0,-0.1027
Ahhhh 10 days! Thats something to cheer me up!  Can't wait to see @jonasbrothers ,1,1,0.5972
"@BW101 it was end of nov/start dec when R:A came up, I think.. coz I got my bundle just before christmas ",1,0,0.0
sad about ed mcmahon! ,0,0,-0.5255
On the boat with the Wilson's and August ,1,0,0.0
@quiglin I plan on it. Lol. Too much still to get up on the site not to. ,1,1,0.4215
@Camberlyanne yes i have.. i was gut punched ,0,1,0.4019
Probably my favorite thing about lbk is how many stars I can see from my front yard. Wish I had someone to sit out here with me. ,0,1,0.6908
"ughalug knee still hurts but feeling better, ouh and going to the movies tonight avec jenny ! ",1,1,0.5916
"@kruton9000 Ah I would get smacktalk, but I don't have a mic for my iPod  It looks funny!",0,1,0.63
@mz_icandy of course I will... lmbo (I wish I was talking to Thomas)  his b-day is tomorrow and the crew supposed to hang out...,0,1,0.4019
Is super sick. Sucky. ,0,0,-0.3182
Still blushing about what happened at the awards ) he just texted me &amp;asked if he can take me to the top of the world ,1,1,0.5859
"@EsmeCullenRPG @AliceCullenRPG Off to hunt, ladies! See you later. (OOC: doc appt and work time  I'll be on around 4 my time!)",0,0,0.0
Last Tuesday @ BMS ,0,0,0.0
@jimmywhite09 Thanks booo for the luv... ,1,1,0.4404
"@banjoist123  Good Morning Jim,  U know how spoiled you are when your tent camping with laptop &amp; wireless connection ",1,1,0.4404
i wonder if it has anything to do with not sleeping.......   ,1,0,0.0
"@Dancegurl91 yeah, it really sucks! ",0,0,-0.2228
Going to bed. Im exhausted. Good night ,1,1,0.1027
lazy not even going to work out I finally ate some yummy Carrot cake! ,1,1,0.2942
@nataliewitcher Thank you so much.  It has been hard on the kids.  ,0,1,0.2732
@barski I keep hearing about this cupcake update. I'm not sure what it means but I would like mine with chocolate frosting. ,1,1,0.4155
@evelienk better than a suitmonkey ,1,1,0.4404
Really sick! ,0,0,-0.5974
"Ugh, after spending the night at peoples houses so much, just being at my house alone is rrreeeaaallllyyyy lame! ",0,0,-0.784
@daniellllle i didn't even notice that you twittered me.  sorry i almost killed us  but were alive so get ready for this weekend!,0,1,0.6814
@DavidArchie i can't wait to see you on tuesday and wednesday  haha i'm trying to pick out outfits now. what are you wearing? lol,1,1,0.7003
im in a dark theater &quot;writing&quot; a song with nick j who is rockin a faded egg plant shirt! ,1,0,0.0
@chrxs ive looked for days  this is worse then the porn they made for senior citizens..are those new slacks?,0,0,-0.4767
@iCrunchy I WISH I could do ap hwk ,0,1,0.5319
"Feeling yuck, missing church for 2nd week running ",0,0,-0.1779
s dancing round the kitchen in an attempt to be part of paramore hah ,1,0,0.0
@karawr That sucks that your relationship ended on such a bad note  thinking of you!,0,0,-0.7424
http://twitpic.com/6bo4a - Yay! we have so much in common  lol,1,1,0.7574
@martinbrossman Sorry to hear that Martin   Give her my best!,0,1,0.636
@paigebradford im too excited to see you love!  haha wooot,1,1,0.8718
"cutting the ties, drinkin the starbizzle, watchin my babe sleep, listening to 15 step by radiohead... relieved. ",1,1,0.2732
At the car wash... Getting my car ready to go back to work next week  Tuesday is ladies day I love specials!!,0,1,0.8065
@babygirljer I know   Yoga at 4:30 pm today? I seriously miss my amazon!,0,0,-0.2244
"So I just watched the video by taylor swift &quot; you belong with me&quot; it's so cute, but happy ending don't happen that often ",0,1,0.8511
says i'm tired.  http://plurk.com/p/114159,0,0,-0.4404
@Quintescence I tried to DM it to you but you aren't following me so it wouldn't let me ,0,0,0.0
Bout to go to workkk! Boooo ,0,0,0.0
"Meeting fail, nothing resolved. Going to be a rough week ",0,0,-0.6147
"We have the best girl crew, 90% are here on the west coast...10% are back home--i miss that 10%  @brynnfoley @danielleguizio",0,1,0.5574
@lauraboffin I'd say let's meet for half an hour and be badass but everywhere is closed ennit... Just behave lady ,1,0,-0.0772
"thinks there's a sty in my right eye. I can't find exactly what's bothering it, but it's annoying. ",0,0,-0.6542
@christiinnaa Same here.  I am working an 8 hour shift on fri sat and sun.  Luckily I enjoy my job... Most of the time ,1,1,0.7579
"don't wanna go to the country side  wanna stay out here, in Moscow, and have some fun)",0,0,0.0
Lost my partner for IMATS  Dont want to go solo... Would it be wrong to take my hubby and princess?,0,0,-0.683
On the back roads trying to get to Painswick and avoiding the closed m6 southbound  http://twitpic.com/4gybd,0,0,-0.34
@cynthia_123 I know rite ,1,0,0.0
on my way to the samims graduation! CONGRATS! ,1,1,0.6924
@AndyGroenink The feeling is mutual my friend. Life here should settle down soon and go back to some normalcy. God bless you &amp; yours. ,1,1,0.8225
Just got done watching &quot;Hammertime&quot; Its going to be a cute show! So I had to start following him.. ,1,1,0.5093
efffffffffff I need a pool    ,0,0,0.0
@Doctor_Death Well I'm impressed with your technical skillz ,1,1,0.6369
day 2 w/o my iphone is not goin so good ,0,1,0.5777
@dozi1 yes yes yes...I so agree! Everything just all sound the same... booorrrrring. ,1,1,0.8169
And the kids are still in school. Its been like a month since I've been out. My eyebrows itch and i'm terribly home sick. ,0,0,-0.6597
thank you kene for the baby book! and auntie is so funny lur! ,1,1,0.7799
Too much travel and still in Paris  now we have to get a shuttle to the other terminal...,0,0,0.0
I HATE YOU @KEANUDY YOU FREAKNIG SUCK. I GREETED HIM TOO. ,0,0,-0.6705
@jennifermilano not yet; glad you like www.kayak.com/team/ - some folks think our hotness filter (random) should be removed ,0,0,0.0052
@mpagtakhan_ have you listened to the man who can't be moved? http://bit.ly/107uws  awesomee ,1,0,0.0
"@tommcfly say happy bday for @seblefebvre ,is he bday  haha",1,1,0.7717
wish I would be @ rock am ring right now... ,0,1,0.4019
"@loz_xx i didnt, i dropped the table on it yesterday at krew... ",0,0,0.0
"@benjamintelfer yes, yes it is. i might just have to get one mailed to me ",0,1,0.6597
Had my first Gewurztraminer tonight...  then my second glass.  Pretty good.  Maybe I won't hear Vivian tonight.   #fb,1,1,0.7269
ahh somethings wrong with my profile pic ,0,0,-0.4767
@Pepperfire There u r  Maybe THAT's why my computer is so slow lol - learning something every day ,1,1,0.4728
watching celebrity appentice and hoping for annie too win ,1,1,0.765
Accidentally in â¥!   ,1,0,-0.4003
@erockett89 i wish i was home in bed naked ,0,1,0.4019
@ALBinLA.  I was just thinking about you tonight!  You have to let me be the first to interview you're a famous super star ,1,1,0.636
@TVFanUK Happy as a pig in Shiiiit  hehe,1,1,0.5719
@WeedChieffa i told you you blow shit out of proportion...guess i couldn't be 23 tellin you that i'd had to fall back about 7 years ,1,0,-0.5574
"@maddie845 Oh yesterday i bought a dress , and at school they said that its too short  grrr.!",0,0,0.0
About to board my 1st flight to St. Louis. Trying not to be nervous ,1,1,0.2057
@AshleighDoyle oh man  whats up?,0,0,0.0
what a awesome weekend just a pitty we lost another friend... May you RIP my friend you will be missed ,0,1,0.5859
"going to tax office tmrw, hope i dont have to pay more ",0,1,0.4932
I want to do light writing but its hard to do by myself  lol,0,1,0.5023
Getting dressed for work. So. Freaking. Tired! ,0,0,-0.7624
Stupidddrunl really emuv u ,0,0,0.0
"@thedustball I broke down today, i could not put off the cheez-it cravings anymore ",0,0,-0.4215
"Oh, arse! I missed the launch of SBS Two! ",0,0,-0.4184
Flapjack is the strangest show ever...but in the best way. ,1,1,0.6369
"G'morning. On my way 2 church, once again my God has proven himself worthy of all my praise. Have a blessed day. ",1,1,0.91
"@JuanNeal oh nothin much, ny bad I had fell asleep! ",0,0,-0.5848
@miguelitoluna ah i have that on my new (ish) pc but i guess its out with the old xp and in the with the new ,1,1,0.5267
@OrganicLisa WELCOME TO THE TWITESPHERE! IÂ´m leaving the Galapagos today. Sad  That does mean one day closer to seeing you again though!!,0,1,0.363
"@mathewhulbert It's an iPhone app, so you need an iPhone. If you've got one, it's free ; if not, it's pretty expensive ",0,1,0.171
BEER!!! It's whats for dinner!! I wish you could watch people workout and get the same results? Oh well! ,1,1,0.7156
it's raining! and it's cold! and I wanna sleep! and other things too. shoot! I want my beeeed... ,0,0,-0.5053
@remorachi FOOD FIGHT! ,1,0,-0.561
@Miss_Hel I still can't help feeling that way. ,0,0,-0.3875
off to a run in central park..looking to burn the other half of my face for symmetry ,1,0,0.0
off today and it's supposed to rain wtf  just my luck,0,0,-0.2023
Reading tweets 'till I fall asleep... have a toothache ,0,0,0.0
@nevershout_jt Jess&lt;3 what happened?  you know i'm here for you...,0,0,0.0
i have to be at work at 5 am  ... thanks to me ppl will be getting their freakin starbucks. peace out ppls!,0,1,0.7712
I hate going to the cottage when there are millions of other things to do  *sigh*  ,0,0,-0.5719
@titaniumfish would have been even better if we got it at the intro price $69 ,1,1,0.4404
@encabler Thanks mate ,1,1,0.4404
@jrkennedy we should get together and share a spoonful (or eight)!  ,1,1,0.3595
"@maleghast What can I say? I started early.... and yet started late, as you know ",1,0,0.0
"@Adrienne_Bailon HEY  I LOVE YOU, YOU ARE AMAZING !!! =D",1,1,0.9466
"Wrapped! Finished the photoshoot, we don't have the lighting, and still we nailed it! let's go back to jakarta!  http://myloc.me/2svZ",1,0,0.0
@lyssalicious But it smells AMAZING!    Y/y?,1,1,0.8221
@adecembertruth i shall. hoepfully i can go to mfl ,1,0,0.0
&quot;I must get my ugliness from you&quot;  @my mum (via @KaySloan) not very nice :p,1,0,-0.8172
Is still in bed with kidney stones !! Worst pain ever ,0,0,-0.8395
busy like hell    i hate mondays!,0,0,-0.7959
@mrstarz89  yeyyy ur proud of me LMAO more than my parents!!!,1,1,0.8628
@meeshly why r all good things depressants? lol. the only times my mood swings madly is during r'ship issues. i got reminded of it today ,0,1,0.1027
@daaymgirl @nez23 soalnyah dia makin lama making me sick ,0,0,-0.5106
"@JasonBohata The question of what to call your Hades. (Sorry I'm a bit late answering.  My book is set in my own Underworld, but I've put",1,0,0.0
Ughhhh I hate that its gonna rain tomorrow cuz I really want to wash my hair  but it doesn't do well in incliment (sp) weather,0,0,-0.5064
Doesn't Know If to make my Wish copme true or stay with this crappy unknown life ,0,1,0.0644
"its a rainy Saturday, still, would love to window shop ",1,1,0.5994
@micromim @rochester_crime My NIH grant got 37 percentile- I'm getting weary getting those kind of scores  no dancing for me,0,0,-0.2023
"@garyvee Thinkin' congrats are in order for you, Gary??  ",1,1,0.5803
"@Monicarrr read the question, answer what the question asks for &amp; be creative ",1,1,0.4404
@ThomasDral And you ,1,0,0.0
bored again ,0,0,-0.2732
Lots O' Summer Reading ,1,0,0.0
I leave for  Savannah Thursday. ,0,0,-0.0516
 I think i shrunk my fav boxer briefs... Oh well ill by some new ones 2moro,0,1,0.3182
Today: Merrick Park w/ Ana ,1,0,0.0
"Hi everyone, i will add some friends today Nice to meet you guys  Nice day ",1,1,0.8271
sitting at the table in my back garden. with my laptop. ,1,0,0.0
@maevaflave brief followup how did your adjustment to the other day? ,1,0,0.0
need to find an appropriate promo photo to submit to this audition... don't wanna take more pics ,0,0,0.0
Lauren Conrad had a book signing at Tribeca and I missed it ,0,0,-0.296
Suppose to leave no later than 3. It is 5. 550 miles to drive. Saying goodbye to those you love sucks. ,0,1,0.0772
the lion king so so fucking amazing!  ahhh. meet tomorrow so goodnight!,1,1,0.7367
On my way back to LA. Pray for safe travel. Felt terrible last night so I only got about 3 hours of restless sleep ,0,0,-0.0
#dontyouhate How u have to watch old Chapelle Show reruns ,0,0,0.0
"@Isapersefone Yeah, that would be the best that we can do.. ",1,1,0.7506
"I am really mad that the twittedfon app , aim app, and one of my games is not working on ipoood ",0,0,-0.5413
"@asweirdasyouare sorry, twas watching wipeout. yeah... awkward is no fun at all.  and, bad assumption on my part.",0,0,-0.5106
not on the mood for food!  but thank God I'm not(yet) eating disorder or something...,0,1,0.3903
Wishing I'd said 'sod it' and was hanging with @The_Raff87 and @Slick_Ultra !!!  xXx,0,1,0.4168
"@joepolitics Good afternoon ;)  nice quote, gotta agree! ",1,1,0.8553
"@gagadailydotcom goodluck with the exams and if i'm already too late, then, how was it? ",1,0,0.0
I just love Hey Stephen! ,1,1,0.6696
@mileycyrus im mixed up ,1,0,0.0
"Apparently, firefox spellcheck doesn't consider 'firefox', 'spellcheck', or 'dildo' words ",0,0,0.0
I really love Pixar! I absolutely loved 'Up'! It's magic! ,1,1,0.8901
"feeling sick   going to beed , nighty night!!",0,0,-0.5242
Wishing I was hangin' out with my best friend @Heathercostello tonight. ,0,1,0.8519
Fucking Chi's. My straightner's broken ,0,0,-0.4767
ughhhh icing my swollen leg ,0,0,0.0
@MASHUPFACTS u listed some great mashup artists there ,1,1,0.6249
"Also, because of #stuffwotimadeup we're opening a shop for BoSzi's jewelry http://bodaszilvia.etsy.com in both NYC &amp; Rome, Italy! w00t! ",1,1,0.5837
@missxerica It's taking too long.. ,0,0,0.0
gemeg @mattpro13 I'm jealous! I'm in Asia    Come here!,0,0,-0.555
yÃ¼rÃ¼ be  re: http://ff.im/3H41f,1,0,0.0
Signing up on Twitter just so I can use tweetdeck to view trends ,0,0,0.0
@GeorgiaPrincez I KNOW!!  I saw you're tweet about that...tell him congrats. ,1,1,0.6103
You're welcome  @jakobiee,1,1,0.4588
@thedailydish Was just griping about this... ,0,0,0.0
Went to a bbq at Janet's.   Out of the nuggets loop but think they lost due to facebook comments. ,0,0,-0.4497
"@sroxy You're not really saying that for MY benefit though, are ya..? ",1,1,0.4588
"boredd. awards tomorrow. moving up ceremony tuesday, the last day of school! ",1,1,0.5093
"reading The Little Prince, thanks Justina ",1,1,0.3862
http://twitpic.com/65zqb - A surprise NKOTB bday cake from the hubby! Thanks honi! ,1,1,0.6792
"@calvilla it was sold out!  u should only trust the michelle review - a bit long, plot played out 2 much in dialogue but still enjoyed!!",0,1,0.8472
Getting ready for ABC 36 News---Weekend edition! ,1,1,0.4199
i'm out ! college tomorrow  wish me luck lol...inabit x,0,1,0.7177
is going to shul ,0,0,0.0
Hopefully this afternoon I'll be able to go driving after work. ,1,1,0.4019
"@ShiGirl2224 Shout is the only thing that gets stains out for me, try soaking it over night ",1,0,0.0
@kidthings yeah it does...i had fun today...i regret not taking that cup now...it was awesome...i must find one just like it now ,1,1,0.6369
"Bit worried about my usability testing talk at #atmedia09 tomorrow. It's quite a dry, practicle subject so may send a few people asleep ",0,0,-0.296
@_FK_ Now you have lost me on that comment ,0,0,-0.3182
"@banjira Yep, the system doesn't like your IP (92.202.23.165) ",0,0,0.0232
They want to prevent scalping really that's how I got my tix for 3 dollars last time booooooo to full price tix ,0,1,0.1027
Met Nelly Furtado and Bradley Cooper today   Both very nice people ,1,1,0.4754
@JonasBrother_s my friends had a party with out me  lol yea i no stupid reason bt it still makes me sad,0,0,-0.0258
is watching whose line. ,1,0,0.0
hanging out - yokohama  its sunny and so hot! need ice creeaaam!,1,1,0.5242
"I'll put a message in a bottle and I'll throw it across the sea, your the lock and included is the keyyy, along with a dozen x's and o's ",1,0,0.0
At work and missing someone very special ,0,1,0.2006
@ali22san wish I could be there ,0,1,0.4019
"Is Google down for iPhone? No email, search or Reader ",0,0,-0.296
"@RugbyDog Yes, I did get the reply. I didn't know there was one, either, but I thought I'd ask Give you something to do on the weekend. ",1,1,0.2144
has now got tonsilitis! wont be moving from the couch for a few days or eating either ,0,0,0.0
"@Brantanamo i watched terminator too! I'm a huge fan of the films but, i thought it was going to be better than it was ",0,1,0.7537
"@kittenspawn Awww come on.... that was funny  Ok maybe i'm not the best person to comment on THAT but, i had fun reading it ",1,1,0.7018
@andyclemmensen heyyyy  you are radical xD,1,1,0.5859
Horny. Just woke up. My back hurt. Today seems like it going to suck. Didnt run wit nicole. ,0,0,-0.5859
YARN!!! STRETCH!! well itz tyme 4 mii 2 hit thee sheetz...gotta go to work n the AM..4 thoze who r n D.C. im so jealous..havFun4Mii ,0,1,0.5053
@sarahcourtneyb i wish i did! ive been on the road ,0,1,0.4574
Heading home from Sacramento.  Will continue writing the WIndows Server 2008 R2 Unleashed book over the weekend.  Sigh  #windows,0,0,0.0258
"aw, looks like we arent goin to giant tonight... ",0,1,0.3612
Frustrated and Defeated... For lack of better words. F*DT!!!! Can't wait til my cruise!!! 8 days ,1,0,-0.6083
Out to breakfast then church ,1,0,0.0
@mandmachine yep this is Cat from facebook!  via http://twib.es/4S7,1,1,0.3595
"@rgoodchild yeah it made a great noise, and tripped the house circuit breaker. Good Times. $200 worth of parts too ",0,1,0.8779
"@bookiemonsternz  any time you like.  When I have transport.    But no prob.   I'm in this business for the fun, and wine is a bonus!",1,1,0.857
@lizluvsJK hey do me a favor! can u tell @kasey79 and @inluvwithjon and @soaps3 to stop ignoring me? i said hi to them twice and nothing ,0,0,-0.3595
"New here  Well, tired, because of preparing to leave to another country for a job...",1,0,-0.25
Struggling to find a portaloo ,0,0,-0.4215
@hellzballer You are nonsensical again. ,1,0,0.0
@chloemichelle15 Yeahhh :'D I can't wait!â¥ â¥ But that's way in July ,0,0,0.0
@Meg92 OKAY I SHALL DO IT NOW ,1,1,0.3885
"@sc430girl no, not yet   lol",0,0,-0.5472
lol. philippines and eat bulaga are in the trending topics. xD that's nice ,1,1,0.8555
I.....want to.......go........home........ ,0,0,0.0
"tonight was amazing, but I miss the good old days ",0,1,0.6542
Heading out to do fun stuff like Groceries and Washing. You know you want my life  jealous much?,1,1,0.4767
Going to the derby early to set up for the last home bout. Cincy Rollergirls i'm gonna miss you all. Can't wait until next year. ,0,0,-0.1531
@outoutout Aaawww.... I hate Kumbayah myself!   Always felt awkward if I hear that song...,0,0,-0.68
OMJ... my birthday is in 2 weeks exactally! :/ im not ready!! and that means summers almost over! ,0,0,-0.6886
@QuotableBuffy Yay! Thanks for the heads up!! Havent seen an episode of Angel since I moved to Australia ,1,1,0.8007
 @sf_giants bullpen loses lead,0,0,-0.3182
back from my graduation dinner with friends and family.. ate too much fancy food and managed to make lots of money ,1,1,0.4767
"feeling ill!!! need an INSTANT cure, birthday on MONDAY! any recommendations? ",0,0,-0.5374
Just woke up at the rest stop in West Virginia. So so sick. Someone drive me home  7 hours left.,0,0,-0.7776
@SUPREMESMITH too bad starbucks coffee tastes like ass   dunkin donuts on the other hand shoud be free w/ their styrofoam nongreen selves,0,1,0.25
@natalietejeda sad punky sad    thanks for stopping by,0,0,-0.5994
Going swimming with thefamily again!  PUTTING ON SUNSCREEN TODAY!,1,0,0.0
I have a brand new Nokia Nseries phone next to me...  This makes me happy.,1,1,0.5719
"@mollydotcom nope, i'm still stupid. ",1,1,0.4168
"@cherryroad I haven't watched any Ten episodes but oh, I want Nine to be the Doctor forever.  I doubt my opinion will change.",0,0,-0.4215
@ifenn That is definitely a valid concern ,1,1,0.4019
@HaleyBangs YEEEES   but i'm in school ,0,0,0.0
i really need to do some laundry... but i sooooo don't feel like it... lotta pain in my jaw today  shouldn't it be better by now!?,0,0,-0.8889
@NCStateFair would love to taste it ,1,1,0.6369
well twitz I need to get ready for work... gotta late day ,0,1,0.5574
Not a fan of the male population right now. Heart broken and getting kicked while I'm down and out. Sad face ,0,0,-0.7999
feel free to join youblogger ,1,1,0.6705
It is an amazing day today!  So grateful for spring time!  Going outside to appreciate the weather! ,1,1,0.8926
@SKILLETfan01 pretty much just seeing them live on Fuse is just bringing tears to my eyes! Leroy was my sax icon ,0,1,0.3802
just moved in..hello Twitter ,1,0,0.0
I want a underwater camera ,0,1,0.0772
ewwwwwwwwww! tommorows monday! ,0,0,0.0
Violence: bloodbath in Landgericht Landshut... 	 Germany is no longer safe  ,0,0,-0.5267
Headache!tierd!missing my boyfriend @losoway22 I wish he didn't have to work so much ,0,1,0.508
"@msgoth84 I get sooooo fuckin pissed when i get them...I'm like &quot;Oooo!New followers!   ,  then i see that its the fuckin porno people ",0,0,-0.508
@darya_dee Susan Boyle was awesome! I really wanted Stavros Flatley to win though! ,1,1,0.8585
@carlacasilli @avunque iÂ´ll read you then. Need to improve too.... ,1,1,0.4404
"upp , cant waitt till town today . wish i was at sherwood forest ",0,1,0.4019
@kimberlyly that's nice..... i ate toast bread  im lazy to cook... in the middle of the night...,0,0,-0.3612
Just did a weeks worth of science hw..onto studying for spanishh ,0,1,0.2263
"@shortyyyy ahhh AFI at edgefest ! me and my friend wanted to go to that  how fucking good tho, i miss them so muchhhh! =[",0,1,0.7281
@justrich I've been doing that since forever! Avoid twitter/facebook until you watch the episode! ,1,0,-0.4184
@oliverromero only if by weird you mean nerdy... hehehe   ,1,0,-0.1779
Going to school soon... can't find anything to wear!! gosh it's so hard ,0,0,-0.3507
"@GordonKelly So, how confident are you about the weekends football? nervous yet? ",1,1,0.4095
@BlazinSquad hope u have a good gig tonight! great performance this mornin on gmtv - well done  x,1,1,0.906
just lost a drag race ,0,0,-0.4939
@kricket_rc234 yeah. Sad. I just wish everybody would just be happy for @DavidArchie.  and respect @jeffarchuleta,0,1,0.8225
@rolandsmartin ah man!  I did not know you were going to be at the banquet! AUGH!  I should have gone. First time I missed in 5 years. ,0,0,-0.4724
I haz 13 days of school left. and then chelly's coming out a few weeks after that. ,1,0,0.0
"beginning to think a visit to ENT(Ear, Nose and Throat) dr is in order. I can't kick these sinus infections. My ears and throat hurt! ",0,0,-0.5707
i found bagel bites! i was worried jess might have eaten them all AGAIN. ,1,0,-0.3595
"Ugh, breakfast did not make my stomach happy ",0,1,0.2263
@tyrese4real good seeing you with RR at the show. Also good to see you keeping up with Twitter live and on the spot! ,1,1,0.7263
@Jmartin520  Ive been thinking about that song all day trying to finish my freaking spanish final haha,0,1,0.0516
@overgrownballer Azad i just hit that!! ,1,0,0.0
"ok, going to look at the apartment that we will probably take, then have to go to some WAH WAH emo show in hob  ",0,1,0.296
yay! just follow me people! love ya'll! ,1,1,0.8582
@NitroJohn Nice job on the 'A' !  I believe a little Cabo was called for ,1,1,0.4753
Just finished work. Now its skating time. I reckon there'll have to be some Pirate Metal on in the car ,1,0,0.0
@ryezzzzahh I just saw this hahah! DeLuca ate all my leftovers sorry ,0,0,-0.1511
"hic, t? l?i s?p h?t API call rï¿½i  ?ï¿½nh ph?i t?t cï¿½i nï¿½y ?i 1 lï¿½c!",0,0,0.0
"@iSUCK its not animall cruelty, haha, i didnt put the dryer on, THAT would have been cruelty   She tries to bite me,but it jsut tickles ",1,1,0.5875
My feet hurt   But I am looking forward to a nice pasta dinner and a glass of wine out in my garden ,0,1,0.3612
Missed the UPS guy again! Ugh so sad  But i got some cool stuff today that i'm super excited about! And looking forward to tonight too ,0,1,0.8397
"@MasterZap What's funny is, I actually gained a few. Quality, not quantity, is my new matra. hehe ",1,1,0.6705
"@DHughesy - Dude, major letdown after all the cut &amp; paste drama! Tell your little dude his Mom's a computer legend, his Dad.. weeelll... ",1,0,-0.3382
damn lee evans is finishing  dumb and dumber on next though xD,0,0,-0.5719
Charlize hs2 stay in hospital 4 at least 5 mre days  Natalie cmes home tomorrow...we r going 2 hv a ltle party when Charlize cmes home!,0,1,0.4574
I feel like I'm coming down with something. My throat and body is sore. I need to lie down  is it 5 yet?!,0,0,0.0
watching fred on youtube. not much else to do. fucking throat still hurts  but i have to go to school!,0,0,-0.3557
@svensundgaard the beginning is overated! ;) live for the now and go with it! ,1,1,0.3578
"Late night jack in the box run. Mmmm, I can practically taste those fried tacos ",1,0,0.0
@a_simple_girl lol OMG you kill me girl ,1,0,-0.4404
@rerunaway follow me !! ,1,0,0.0
@JerineYvonne lol.. ur such a badd biitch.   Patron = My fav drink! love ya too.. uggh i need to come to Sin City &amp; visit thee big homies.,1,1,0.5983
"@JFLG then you, sir, are in for a world of fun ",1,1,0.5106
tired.... WANNA GO HOME &amp; GO TO SLEEP!! LONG DAY AHEAD OF ME ,0,0,0.0
@Imagin_that  What amazed you? Life almost never amazes me.  Kinda bummed out--found out I have to do some work event  I hate in 2 wks ,0,0,-0.431
Waaaah hayfever explosion today   Non-stop sneezing with added bonus itchy and runny nose. Unimpressed.,0,0,0.0
@danlev Just stay in LA for an extra week or two this summer so I can come visit.  When is BlizzCon?,1,0,0.0
@WerewolfEmbry Thanks for the #followfriday Embry! ,1,1,0.4926
had a fruitful and fun day taking pictures at the botanical garden~ basically happy with my camera  but so tempted to buy some lenses &gt;.&lt;,1,1,0.5423
@chrismjand We just saw unnecessary quotations.. Pet Supplies &quot;Plus&quot;.Too slow to take a pic. ,0,0,0.0
@Julyfers yay ,1,1,0.5267
"Thats it,break time over.Got2go bk2wk now. ",0,0,0.0
True story: @GovernorPerry 's Belle updates seriously make me want another Lab puppy ,0,1,0.34
@mediterranei thanks for #followfriday ,1,1,0.4404
My exams just started  Boring.,0,0,-0.3182
It's rain all day today. ,0,0,0.0
@lth  Good point!,1,1,0.4926
"@jonbell Iâm listening to the Pearl Jam concert where we became friends, and thinking how much less fun WWDC will be withoutcha. &gt;:\  ",1,1,0.7275
@PaulaAbdul are you bored of Twitter yet P? haha  xoxo,1,1,0.7096
ugh I am literally the king of passing out early...left my laundry in the dryer in the basement for HOURS and missed a party in 2E ,0,0,-0.3182
