label,text
1,@JillzWorth Good Mornin'!   
0,"Didn't sleep too great, feel like crap. "
1,@vbgirlie yea you have a good point! I still got my awesome sista Brandi 
0,"i don't want to meet new people, i like the ones i have now "
1,@ramonesNL very nice interview! listened to it while busy in the bathroom 
0,whoah. i'm starting to miss him 
0,"Even the cranberry juice, flu plus and ibuprofen last night seems to have had no impact "
1,"It's 5:14am ; Going To Sleep . Good Night / Good Morning , Y'all ! Sweet Dreams  http://myloc.me/2TUW"
0,"From #ASUS f3sv 2.2 core 2 duo to #acre netbook , "
1,@Timmy79 LOL... I guess you could say that 
1,@TomVMorris @ricklondon  You guys are having way too much fun here LOL  Thanks for the smiles 
1,@Solerunderwood thank u!!  i was SOOO shocked tbh! awwww im sure u were good in chem ;)
0,So hppy no rain for now. But i feel there is a cloud over me 
1,"Today; tennis in the sun, then to Antwerp; beer in the sun "
1,Im going to yardsells in TN. 
1,@vautrin tis' cool..I still stand by my former proclamation! I'm just stubborn that way! #rebellioustwitwhoknowsacoolcatcook lol 
1,"Hey, cody's following me "
1,"@snugabell Nice to &quot;virtually&quot; meet you! PumpEase is awesome, isn't it?!? "
0,@Rina_spn Really? 
1,making the best cupcakes EVER.. and eating them as I go 
0,Only Items I have are a new gun for Medic and boxing gloves for Heavy.  Everyone seems to have a crossbow apart from me.
1,today Jon Doe plays at the Moho. ia m excited  itï¿½s gonna be funny.. but before i have to carry all the equipment and do the backline
0,Finally! Timbaland is back to work with Missy and Ginuwine! Only one missing? Aaliyah  http://bit.ly/1adspd
0,*sings* Aaaall byyy myyyseeeeeelf - Saturday solo shifts are the pits... 
1,"@LouDPhillips Regardless of what happens from this point on, I would consider that a win.  "
0,"@mel_co noez!  well, maybe i can at least catch you on msn or fb chat one of these days"
0,"Poor Dyno  he's okay though, he didn't get flushed all the way!"
1,@swannny Google Reader. If you have an iPhone - install Byline &amp; it integrates with Google Reader = offline reading - very cool 
0,aaarrgh... after 40% taxes and 30% for espp and 401k these bonus payouts don't excite me  only consolation is this lot better than nothing
0,going now  bye followers. see ya tomorrow! #KevinJonas 
0,R.I.P ATL  we miss ya already babyboy!!
1,doing disk cleanup so that i can save a measly blog header 
0,At the dermatologists office 
1,@dynamitechar awwwwww  thanks cutie! you should comment sometime &amp; let me know you're out there!
1,is watching pride and prejudice 
0,I'm extrememly lonely right now! Everyone is out and I'm stuck here doing Maths revision...against my will! Boo! 
1,Early morning with grumpy pants 
1,@AngelM16 had them last nite  today is revs for cocktails
1,"Had kids over for pool party yesterday, some stayted the night. Its so awesome when aunty can spoil them and then send them home "
0,"oh man I read all of your tweets of Jon and Kate, you guys were right, this is tragic sad.  oh man"
1,"@leesafar hey following in you on here now haha, that sound great  x"
0,@angryasianguy    I need more followers
1,@ZoMAGICMONDAYS @BisforBOMB @WallyBizzle @jburxxx @wallybizzle @uchimanelaflare lets agress to disagree I Won this! 
1,@LLennie I think todays a great day to have a baby!!! 
1,@jrients Even 116 pages for Swords &amp; Wizardry seems like a lot. 
0,@ASchreiber At least you have access to a CNC! I don't anymore... 
1,Nothing is going to stop me! 
1,watching tv for a while 
1,@KiernanS  not to be obvious- but Calculus and Physics classes.  
0,@JackyJns ill come in and stalk you...sike I live like 4 hours away 
1,Happy 38th Birthday to my boo of alll time!!! Tupac Amaru Shakur 
1,just started reading twilight  can't put it down 
1,@PhoenixC I'm just reporting genius...this made me seriously laught out loud though--in spite of being at the office. 
1,watching leah and the boys play with the trains...easy day only 2 kids 
0,I hate my car.  
1,"I'm twittering my links with TwitterBar 2.1.2, add on in Firefox, try it out "
1,@IvyBean104 Hope you have a great visit 
0,"Jake needs a ton more exercise, dude is puffing after only 15 minutes of running around  http://bit.ly/FLCFy"
1,Ended up making lots of bitsy_bones wallpapers with quotes from the show. They are so stinkin' cute! 
0,@sexinstilettos aww  need company?
1,@hughesforce Love that quote from Plato and am adding it to my notebook of quotes. (i collect quotes.  ) THANK-YOU! 
1,Loves Her Uncle @CrownEntLindsey Frankie For Get'n Her A Hotpocket! 
1,Time for bed. Work from 12-7 tomorrow. Come see me! I hope it rains. A thunderstorm would be nice 
1,having a Eye Of The Tiger Jensen Ackles moment. 
0,still afraid of the mouse in her house 
1,@LKHamilton  What would Anita Blake do?!  
0,This person behind cough like crazy on me. I hope I don't get the swine flu. Pray for me please. 
0,@Cjoracer22 I am so sorry you are having so many problems 
0,I'm really tired for some reason.. I slept really well last night    but rafal comes tonight so everything is great!
1,"@fangoriamag you should be specific, like: Coming up shortly on the FANGORIA webcast -  David Hess (from the good LAST HOUSE ON THE LEFT) "
1,"This time, no flash. "
0,@shaundiviney i came on too late 
1,@ScruffyPanther  but not quite hence the new name then?? I reckon it might catch on though lets try to get it in the dictionary 
0,Brothers sickk. And theres no sugar for my tea! 
0,dont like it when the tour ends. 
1,"@LordArturis Hmm I use Bagon, Bartender, Tekjunkseller (I think e.e), Hate questing! but I have Carbonite, do use Sexymap though "
1,@YoungQ what's up Q? how's the flow today? feeling good? 
0,omg!!!!!!! its summer yay!!! but then again im sad  today was my last day at middle school
0,@CitizenSwift oh  Energy drink?
0, leaving work two hours early.
0,Where is Stanford U CS193P Lecture 5? It's already Monday leh... 
1,@gfalcone601 i knew a horse called dollar too 
1,"&quot;Women form queue, when you got as much night energy as this Don Juan maker gives!&quot; Oh, lovely spam  http://ff.im/2wuik"
0,@cattvong annd we didn't even lay on thee hamock! 
1,"@curtis_susuki GM Curtis, have a fantastic day "
1,@dannygokey At least you had some rest. 
0,@funsized221 i hope u can come tonight 
1,wanna get off when this show finishes 
1,"Alright guys, our blog is up and running. . . comment! Videos to laugh at will be coming shortly  http://sparklyandspattz.tumblr.com/"
1,@sarahshah this is my nightmare (even tho i only have 3 posts 
1,"@bballcourt04 you're gonna have so much fun, I can't wait to hear all about it  *Whit*"
1,eating leftover chinese food from yesterday - decadent. 
1,It's awesome that all those who participated in my 100 songs meme are doing their own thing. No 2 blog posts have the exact same premise. 
1,@cheth Get well soon. 
0,Im watching narnia. &amp; i think im scared. 
0,"I wish I could actually talk to everyone on Twitter, so they could hear my stupid accent "
0,@thebostonian ÏÎ¹ Î­ÎºÎ±Î½Î± 
0,@astrishabrina susah emang long distance ituu. huhu. aku juga ngerasain 
1,"CHUCK IS RENEWED AWWWWWWWWW,THIS NEWS MADE ME FEEL A LITTLE BETTER   @NBC   thank you so much!!!"
1,"spent day at baby's and just got back from cat's. hella fucking tired, but helloo ice cream "
1,@elissastein maybe not but you're still awesome just the same. 
0,I miss my burrito bowl 
1,"@RealHughJackman: btw, x-men origins: wolverine was fantastic "
1,TODAY IS #nobitchassnessfriday GIVE A HATER A HUG!!!!! retweet   
0,Rest in peace miss millie cat. 
1,I'm so excited that I get to watch @randomrab play this weekend!  I'm going to give him the biggest hug ever!!!!!  
1,@woahitsJana i checked out the pictures you just uploaded. long hairr  pretty 
0,@the236diner I am lost. Please help me find a good home. 
1,Off to work a wedding function. 'citin'! 
1,@CarloHilton evil wish i was home now im starving lol yeah today was awsome 
1,"@noangelvfc 5 hmm. O yes, McFly, it's more ha, but eh doing it on twitter DDDDDDDDD I'm cool. O I shall tell you later "
0,i hate saying goodbyes   
0,so we came in fourth place for trivia. oh well. 
0,"2nd week of class, 50% of students left in biochem lecture "
1,@iamdiddy  This song makes everybody feel better! http://bit.ly/123Xnb  - Blessings and peace to you - we'll be here -  
0,@spongecanary I don't think so. 
1,@ShikhaBirdie goes well with your dress;  Eiffel 65 - I'm Blue  http://bit.ly/AYg1s
0,@ricacupcakes no work 
0,Shadow ran away...  
1,at La Jolla Cove with fam. San Diego is sooo beautiful. Lot's of shopping earlier now time to have fun with the fam 
0,@Br0wnBerry that's what I keep telling myself 
1,Follow friday If you follow me I'll follow you back  I like dyslexic cows OOM! TGIF national Doughnut hangover  D-Day #p http://is.gd/PC9U
0,@andysc Probably just different. Welcome to proprietary driver development 
1,@kyleandjackieo weird! Every wiki of da show is edited 2 say that. going 2 say false then Would ya if u were asked 2 out of interest? 
1,@JL_Anderson  Me too.. I'll try that next time. 
1,just updating around 5 New Mangas  ( http://bit.ly/116NaB  )
1,Seeing the hangover with my boytoy  !! So excitedddd!
0,LOVES Avatar: The Last Airbender  Sad it ended in 3 seasons...
0,wake up early tomorrow . 
0,@NicolePaulino no jonas adventures now   im actually in this competition in my school if u win u get 2grand so i can go to a JB concert!
1,"@Leemoles1 lmao born &amp; raised in kissimmee, FL... never flown or seen snow.. yeah i'm kinda sheltered  lol!"
0,@rach210 COOL why did you have to walk all that way?? did you get prizes or something? yeh im good but i have a bit of the flu 
0,@quii  Jealous Java programmer -&gt; @HeyChinaski
1,hiking  now it's nap or bed time. whichever seems to happen !
0,hate living down here in fl. missing GA like crazy...like they say you dont know what you got till its gone  GA on my mind
1,murdered Margaret Paige Turner...@ Whodunnit Murder Mystery Dinner!  too much fun. &amp; can't wait for 180 mission events! woohoo 
1,2 down 3 to go i'm thinkin just give me a &quot;C&quot; in this bitch and it'll all b good! 
0,Some times the time stops moving it looks like it has been several days when it has been just 15 hours and something since I got going 
0,@Victoria_LPF  Wahahahah  don't make me jealous!
1,@yboey aiyer y make everybody's life so complicated  7k is not bad. welcome back!
0,I think i'm getting the hang of this... why am i updating though? no is following me   
0,@leaahrrrB aw i wish you were here for your birthday too 
0,"I wish Brittany were in my bed with me. In her cute undies.  Yet again, I sleep alone."
1,monika think's sneezing is good for the soul. 
0,trying to sleep but i am not tired 
0,@megooooo you're too far away to hang tonight though 
0,looks like my phone is broken 
0,@hutchy11 pub work  lol please go yu no yu want to really haha
0,"@maggiehendricks Concur.  Great fights, one after another.  I called most of them correct... just not Jens   next time.  #MMA #WEC"
1,@Mediamum Good morning! 
1,"Had great night last night with my pals. Sooooo tired, think im gona go to sleep now until tomorrow.  About to watch a film with my sister"
1,"@CaseyJackson09 my fave song , im okay thanks. just hating this heat and havent eaten all day. LOL, how are you? "
1,"Not sure if I tanned or burned yet, but I'm way darker than when I got here.  success."
0,feck i heard. 
0,"i hope i dont fail, i hope i dont need my palmcards to much i am getting off sooon to practice "
0,4:05am and I can't sleep 
0,"@Jonperezinsd Yeah I'm super full too, but not sleepy. "
0,@AllieMarque i wanted to go out..ahhh pooo 
0,Looks @JonathanRKnight may be done twittering already  (usually I miss all the fun when he is on) Ok time for sleep. Good Night to all!
0,deadlines 
1,Editing Kristen &amp; Jason's Trash the Dress session while listening to the Dark Knight 
0,"@Antwoinne good morning, ur up early. I called u back y'day. I was all happy then u didn't answer "
1,@toemonster of course bby. Elliot can come over and help us 
0,@iantalbot Both under-exposed 
0,basically i missed the talk     but managed 2 cover the test area 4 philosophy! i still have 2 revise though coz i still didn't memorize
1,is back from the drive in--both pretty good movies 
0,"@sanazj I dunno, I have tried it in various forms and nothing, can't really like it  my dislike of cheese is an enigma to me"
1,"@adinzz I knoooww!! The coolest movie EVER! hehehe. Seriously, that movie was so unforgettable "
1,@angelamelick You have officially made my day better. 
0,"Ahh, my eyes are so itchy "
1,@samnaka lol i don't know what i was doing up...i think i just woke up in the middle of the night and couldn't go back to sleep 
0,Ugh!! My back hurts!!! 
0,but i cant... 
1,Gotta get some sleep. Driving to Miami tomorrow  Yes. Be jealous.
1,@taylorswift13 thats cute 
0,Counting down the days. 
1,@janiecwales is now up and running on laptop so I need to get in quick before she sorts me out again 
1,"@mfullm1 hey lady! I tried to call, you were probably asleep. Give me a ring in the morning.  843-3991"
0,cant wait for tomorrow to be over with..last day to work with mean boss lady who yelled at me today 
0,home. tired. sick. not looking forward to tomorrow for the sheer fact that i will have to get up out of my cozy bed at some point. boo. 
0,@nonsequitir I have to do the same to go to work in the mornings. Unpleasant 
1,is riding her horse!! ahh i missed him soo much!!!!  p.s. go see the star trek movie ASAP!
1,Nothing beats laying in bed listening to the rain... 
0,Heartburn...? WTF!?! i cant win 
1,good night everyone 
1,Out at dinner with the family 
0,@DreamasaurusRex Have you seen the video of that girl dying? It's awful. 
1,@TweetWeight down to 140! 
1,Im UP..Good morning everyone 
0,i missed JONAS and the new iCarly movie (iDate A Bad Boy). I was out all afternoon 
1,@beyongolia watch out for the pigs heads today 
1,its a BEAUTIFUL day  i miss my peeps from austin! wish you all were here! @melindajane @pamelatyll @sambruckner and you too!
1,@jordanknight Tease....now we're all gonna be staying up all night waiting! Don't forget your evening is the middle of the night here! 
1,@xiwang_513 it is very convenient! 
1,@ameonna10 Haha. it's like being tagged. 
0,ahhh noooo.....now everyone will know I'm gullible 
0,I feel like the worst baker in the history of the world 
1,@09Casper hee hee... good luck with that... The only thing that calms me down is snugglin with Mom while she is watchin a movie... try it 
0,@Readwritelive You're lucky! It hasn't rained here in about four months! 
0,@centeruniverse realizing why I haven't been seeing all of your replies--you're missing a t in my name :-D sorry about the headache! 
1,Movies with corbin and dylan 
0,@vh1sCornfed  I'm sorry my lil chick-a-dee! I'm gonna give you a call next week...enjoy the rest of your time home...say hi to your bro!
0,@StrictlyRunnin6 welcome...need a pix!  My wife needs to talk to u. My have your injury.  http://myloc.me/425W
1,@TallyCast ah yes. They sat us there when my loud cuban fam came to visit. We tend to get rowdy 'round food and drink 
1,"@WestonGreenMan yes, I have to buy it now! also get Country Smallholding though....bet you just can't picture it can you "
0,@Fheffinger wish i was there and not editing tonight 
1,"OMG, MTV AWARDS....NEW MOON TRAILER.....I AM IN HEAVEN "
0,wish me good luck on the test i need to pass it. im not use to getting bad grades like this i study n it doesnt help im lost for answers 
0,I'm starving but can't get out of my room cuz there's an unpleasant guest in the house 
1,@KarenWelsh I love sweet tweets on #followfriday! Thanks for thinking of us! 
1,@Lee_Knight ok haha thanks i will try that lol 
1,"@DonGoyo29 Oh...we just have a triple time MVP, and triple NBA champion.  And of course, don't forget Phil Jackson."
1,i'm a filthy youth 
1,"gonna go see what's on TV, I only watch it @ midnight...then its sweet dreams, can't wait 2 see what i'll dream tonight, i like dreaming "
0,waiting on the rain to stop. 
1,@doubm hahah youre welcome 
0,oh!!! really??? thats nice... waiting for nobody...  
1,Tech Webcast Community Forum now open! REGISTER NOW  http://snipr.com/g9tyt
0,now look who'se the fucking tool!! Haha! Were there many ppl? I saw on twitter dat da bar gave away like 40 tix.. Noooo!! 
0,thanks miss @cybernight44 I juss need the extra atmosphere of work now that school iis over 
1,Want  2 be HAPPY ? Appreciation; Attitude; Self- Worth = HAPPINESS 
0,I want to talk to him just once! BUT I'm NEVER going to. Woohoo! Shy me!!! Bummer 
1,@Grooveecar oh dear! Hope all is peaceful now! 
0,i think my ears are broke 
1,@RooleyMoor @mattmagic - internal is no fun 
0,Heading to the golf course. Looks like rain. 
0,@yoshi831 I'm busy as busy gets... I'm trying to get Twitter on my iPhone... it's having issues.  Suggestions?
1,@MisterNoodle Smooches to ya Noodly!  
0,@JeepGirlYJ94 I broke my arm 
1,my eyes feel tired...i havent has a good nights sleep in a long time...will be taking a nap once finished uploading and coding 
0,says Server too busy. Yadda yadda. What's next? Why am I so grumpy?  http://plurk.com/p/xnsr2
1,@AshleyLTMSYF have fun!! 
0,Had to delete all my 'Him' songs off my Ipod cause the darn thing is full 
0,1h instead of 20 minutes to get back into Brussels from the South 
0,@elliotmacaluso I opened.... without you 
0,@markotu i want this pic http://twitpic.com/6cer4 but it wont show up!!! 
1,"Wow, the new Flash Builder 4 PHP link is sooo powerful. No need for frameworks and 3rd party tools anymore! Yay "
1,wouldn't be a normal day without two emergencies in the first 15 minutes. 
0,@redvers it did and it does. 
1,@Parpsicle Whee took part in the mystery g word boo! No-one in the audience knew what it meant either 
1,Good mornin Guys 
0,Home from the AWESOME Eddie Vedder show.  Wish I was going tomorrow night too 
0,@butterflys_dust well married with two kids loses hotness factor 
1,"@hellokeena wake up, buttercup! "
0,"Ashley woke up with a migraine, hope it goes away "
0,Headache is pounding. Hasn't let up all day 
0,"@CHRISDJMOYLES didnt get tickets  live in MK, gutted xx"
0,Installed Skype to check it for a friend. It works well after some tweaks. Bad news. I don't wanna fall in love with another non free s/w 
1,@crackedknuckles lol thts what i thought curtis XD but i will still stick up for ya 
1,Just pulled off some awesome #htaccess magic. Now to put it to some good use 
0,Trying to act careless 
1,Had a great date night with BEST FRIEND! Toy Story and work tomorrow! YAY! I love Disney days. 
1,Took Lesley's love test. Liked the results. Need to accomplish things today.  ...D:
1,I'm glad its been gloomy weather the last few days. It encourages my laziness.  Hahaha 
0,has a phone again! But my computer je dead i think 
1,@kjbrazil Hi KYLE!!! how do u have so many followers?  such a popular twitter you are! DT this weekend please?  
0,@AnneAAM   do NF tweets count?
0,@luke88addis wow you filled my whole page up with @aplusk Is The Twitter King! Now i'm having to go searching for tweets 
1,@shaundiviney sway sway on now playing u won to jonas bros 80 to 20 lol 
1,"@WorkIntegrity Thanks, Terry.  I always strive for the former, but have rarely been accused of the later!   Hope ur enjoying a great day!"
0,being upset because of this rain. this is horrible. i hope prom isn't ruined because of this. 
1,"And I canï¿½t imagine two worlds spinning apart, Come together eventually just got home  listening to music of david archuleta xD"
0,grrrrrrr I can't open my emails 
0,"Getting to work, sorting out what happened last night "
1,love your looks   http://lookbook.nu/look/129228
0,Wants to get an &quot;I kill people&quot; tattoo behind his other ear. Its naked 
0,"@rdavidian I love piano! My mom played, and it's my favorite music. I'd take it up again, but my fingers are too arthritic. "
1,work is slow slow slow  
1,@marshymelly YES!! 
1,@hugith I was encouraged by an old EOFer (whom I respect greatly) that I should dump EOF and go with Hibernate...I just couldn't do it. 
1,"porting Open Admin to PHP AJAX, everuthing will be from scratch "
1,@AlexAllTimeLow Rockaway Mall in Rockaway New Jersey! its a great place to have a acoustic show 
0,So bored!!!! Don't know what to do???!!! 
0,@extorturedsoul I hope you are ok...  you know I'm here if you need to talk.
0,Just realized that jamba juice raised their prices in CA 
0,@NuttyNewswire nooooo!!! off with her head 
0,This is officially the only day since starting at the HRC that I didn't like my job... And just saying that makes me want to cry 
1,Hey Debby or any body else...can sum1 talk 2 me right now??? 
0,"Had sleep, settled back into the flat and ignoring the fact the rat race starts tomorrow. "
0,sad that i wont get to see fabulous kate thomas perform in ny 
0,ok I'm back from the funk fest all I can say is WOW!! BBD Fantasia Aaron Hall the only bad thing was they took so long no Dougie Fresh 
0,Gotta unpack &amp; sort out all the stuffs from yesterday.I desperately need a new makeup bag/box.And oso throw away sum old junks! 
0,"@johnyeng Nope,  not in Italy anymore "
1,Work was absolutely amazing - banter flowing as per usual. Had Fish Pie... tasted alot like cottage pie tho... 
1,"@Chyna_Doll Well, yes, it's all the temperature's fault!   Can't be me *ahem* ;D If temp had stayed low, milk would be ok  *grin*"
0,"@joe19g27 sad as it may seem, I'm so horrible with names that working here 1 night a week I don't know all the people  what's he look like"
1,@PurpleLipstiick; its on hbo right now  so happy !
1,@samfaag okay when lets plan so i can put the date in my iphone 
1,I made this link for you.    Happy early/late birthday!  http://tinyurl.com/ReTweetRussianEp1  #fb
1,@shellyflash aight keep me posted I'm off next week wed thurs and fri 
0,Getting ready to run some errands. It has been raining nonstop &amp; the humidity is ruining my hair!  But I love being with my sister!!
1,cant wait for the new hannah motana programmes to come out there gonna be soooo coool! 
1,Earliest tweet ever. Going to stockon for a race 
1,@Liesbetje with your bicycle? 
0,mountaha. youy will be sorely missed. 
1,@Whatever_Ista 
0,@AdamAlt the one on roscoe closed  I never got my waffles.
1,"@EAJosh it won't take that long, and i care a bunch "
1,Crystal castles and sunshine  THE FUTURE is bright and tasty like tomatoes  SALSA SALSA SALSA 
1,@inuyaki Nice photo. Attractive people. Who are they?  
1,do do do  eating wheaties (aka the breakfast of champs BIATCH!)
1,@bboop22 yeah i thought he'd really be a problem but he ended up helping us out in the end  big j did with some dumb b*tch who
0,That ancient program UNIX is younger than me: http://tinyurl.com/rdlf8o Yet I can it's progeny better! Out with the old ...?  
1,We have a foal  x
1,"it's a cloud in the shape of a rabbit, cute  lower. a rabbit in the shape of cloud, even cuter "
1,@tcadieux come to NY this weekend then! 
0,i keep doing it ..but i'm really trying not to! 
0,"Have my cold drugs now, and I have new shoes!  Feeling a bit down though, and angry at a certain someone for no good reason... "
0,1 more exam to go and then I am free!!! Sad as Isobel has now left! 
0,@pepsi_plunge craptacular indeed. blegh. 
0,Light looks interesting... should get out and take some landscapes... Need location ideas though... Feel like I have done Kent to death 
0,i made jiffypop because we have a gas stove here. only to find out it is loaded in trans- and saturated fats  i opted for triscuts.
0,Currently missing my best friend... 
1,@kccatdr oh my...sure - y not! come on Kyle! 
0,"Yay! Got some new Wii games, but why oh why can't I get Guitar Hero World Tour in HK?!!? Boo .. urns. "
0,"@Danthol Yeah, I know.    It's been tough; our schedule's completely thrown off the last few wks.  Really hoping to record this week."
0,The graduation dance was soo SAD! Girls and guys were crying... even me...  MISS ALL OF U!!!
1,@STARBUXHD Welcome boo  Glad u enjoyed it!
1,Seeing my cousin Meghan! Haven't in years! 
1,"@kylepetty Well..I hope you are sitting behind the desk during the show, then. "
1,"http://twitpic.com/7jknk After two months (  ) pictures finally printed (y) @dougiemcfly w/ @isfiu and me. &amp; he shines, LOL( Edward . )"
1,"its a rugrat from under the mat, its a rugrat. its a rugrat rap "
0,"Going to lift some weights. The walks to the gym are creepy now that I gotta walk way around, since they tore down the bridge "
0,Checked out the new arcade in Temecula. It sucks. No House of the Dead 3 or Street Fighter 
1,Searching... Hellooooooooooo .... and  my girl sleeping now  ..... 
0,Apparently I lost all of my CDs sometime over the years... Give or take a few. 
0,going to bed alone for the first time in weeks.  
0,@Trucco905 yeah i have these extra strength things my mum takes for her leg! and no chemist will be open when i go... god! 
1,@gheelovesyou ...but his booty still looks great 
1,@amoretteweeks I miss u too cuzo!!!!!! What's up?? Hopefully I'll be in CT soon right @broadway009? 
0,its going to be too hot for clothes today 
0,Watching &quot;American Dad&quot; on Hulu then going to sleep for another long day of school. 
0,My phone just deleted all my contacts!!! 
0,@xxcourt Ugh that sucks!!!  &lt;222
0,"if i get a 90% on my bio test, i still have a C+ in that class. "
0, i can't believe i get sick on the first week of school.. 20 more days and then i'm outta there. ugh i hope i get better soon
0,@jennmarie226 jealous I still have like 100 and something - and they havent even announced dates 
0,"Fished for 3 days and caught no fish. I did catch one yesterday, reeled it in then it unhooked itself and swam away right at the shore "
0,HISTORY ESSAY 
0,"@culturepulp I hope everything's ok!?! I got nothin' on the ideas front. Except, you know, envy that you can draw and I, alas, cannot. "
1,@FoxxFiles Wow 5am? LOL I guess u start ur day early? I can only tolerate their sweet tea 
0,workin the graveyard shift 
0,Bad TwitThis!  The last tweets were for- Improving the patient journey: achieving positive outcomes for remote Aboriginal cardiac patients
0,Much emailing etc to do tomorrow. Getting through it all slowly but surely! Have decided I don't like Moodle much from what I've seen 
1, don't ask... and if u do you will regret it alot
0,@amyaeroplane I know my comp is being really slow  
0,@tommcfly Enjoy it! I don't have enough time to see movies. Sometimes university sucks!  Spend a good time in Chile! Argentina miss you!
1,"tired, beach was good "
1,cannot wait for Kendra Wilkinson's show tomorrow night!! 
0,@jaisa21 i didnt involve myself.. my name got brought into it   xx
1,@_AriSafari_  whats that gona do?? lol ....Ima make clothes again 
0,"singing along to britney spears, but @richiejenkins isn't singing back! "
1,@1m_a_dork haha you should start that revolution and then everyone can go on loa with me 
1,"I nailed the final, I am stating again FINAL exam (for this year)  I am smelling A Dinstinction :p"
0,gonna pick up my bernal uniforms later.. eww uniforms next yearr 
0,@tommcfly aww  were u playing tonite??
1,Yeah i'm ok thanks  just emotionally retarded lol
1,@rainnwilson you should be very proud to be able to say that. Haha 
1,Listening to the Jonas  Brothers self titled album. Awww they're so cute. 
0,can't believe @meemsta got rid of her constellations. hopefully she won't forget/get rid of the little people when she gets famous  
1,"@MarkVsMason it's okay, I believe you "
0,@streetkingpin  wish I was there!
0,"#Trendio Shit, I didn't buy Mark Webber cos I thought he would not rise.... And thus, went up 30% "
1,Guess what goes together like peanut butter and jelly? Zackery Blake and Ashley!       
0,dang lots of ppl on hatin on TC in the chat 
0,@GeminiDragon  me wah more followers lol
0,The 1st class flight attendant is so hawt yall....but o so GAY 
0,@ingridmusic i love ur new default! its soo pretty! but how come i cant listen to this song on myspace? 
1,So.. finally finished setting up my @lars account. Will switch from @larsettrup during this week 
1,"@LauralKGW i don't watch it, and never really cared to.. so you may be 'lost', but you're not alone. "
0,@janasanchez It is called unpaid leave  Life is too short not to explore the world while you can.
0,@mayaREguru You've met my ex-wife?  
0,need to lose weight 
0,"Chilling , allllllways drama!!!  Jesus! I love when people actually make"
0,@TotesMcGotes See that's what I need but haven't had time to get more powder  must do that tomorrow....
0,I'm falling asleep on the counter. Literally. Resting my head on my arms and pretty close to sleeping. It's so BORIIIING. 
0,@ravylesley aww it's nice that u think like that hun. My littleuns off on a school trip for a week tomorrow 
1,@iMBA its awesome. and i dont understand anything 
0,"Ugh these lyrics &quot;funny the way it is whether right or wrong, a soldiers last breath and his baby's being born&quot; "
0,"so my iPod froze, and i have a 3 hour drive tomorrow "
0,Waiting for the day that I can wake up and not feel so empty inside 
0,"kids next door are doing my head in. They woke me up at 8 running their wind up car across the wall, now screaming and shouting "
0,"I must have been bad in a previous life, this is now 4 weekends in a row with last minute staffing issues. "
1,"ashley should have her concert in burbank  then her friends, fans and family can come along!"
1,IM-ing with SAM 
0,Right. Presentation preparation today and catching up on little jobs. Late night later. Boo...    
0,@PinkyNKOTB Me too..... 
0,@sofiiwwcxmc :| wish i were 
0,@Funkybabygirl Oh mann  I'd give you mine but they sold out when i went to buy one so i don't actually have one.  l&amp;mysfm! Xx
0,it won't let me vote for @tommcfly 
0,Tired ... I need to do something but I don't know what  I wish I had finnished my liguistic paper ... I still have other stuffs to work on
1,i think im getting my new phone today! 
0,Dreads the hot weather.  Craves for ice-cream. Demotivated to gym. Meeting the boy later. Borders. Wanna do something crazy this weekend.
0,"Been working hard. London had glorious weather, came back to Kent and it was raining "
1,   I want to write a song. I think I will.
0,My poor doggie just had surgery and he is in alot of pain  but we saved his life.
0,what am i going to name my blog? My first and lastname were already taken 
1,Up in the bell tower  I see @RajNair_Yo 's name up here 
1,@swiftmed thanks for that! I'll find something on that site to post. 
1,"@thismaycy  No sir! I'm JUST fine! Hey, get off my back. This is my thing. "
1,when it gets dark im going to crank this album right up 
1,"@jfhuj A little, I slept most of the last 24 hours which helped. Thanks for asking "
0,@aprna at least you've got clouds to anticipate rains! We've got nothing 
0,actually bored this weekend. 
1,"pole dance 'expert' since last night, or at least 'certified'. Great fun on the pole dance podium and the karaoke stage "
1,"@maritzacollazo Sweet, so glad you are coming!  I will dm you my cell, so please feel free to text or call if you need help with anything."
0,I am helping a good friend get setup on Linkedin  His company is in the process of layingoff. 
0,Hells kitchen was shit tonight 
0,@ambermaishment owww  meanieee ;)
1,Wah!?. we'll need to get you in front of a telly for the next game 
0,I'M SAD LIKE NEVER BEFORE IN MY LIFE!  -SOLESITO-
0,"lots to do, back is screwed, wtf is up with that?!  plus it's BEAUTIFUL outside  come on now - work with me here..."
0,Omg come on m-braves y'all are failing ATM 4-1 top of the 8th  what happened! #fb
1,@tedoe ok I promise not to bother you with stuff next week so you can get work done 
0,@deasaurr me too  awww
1,"@1J9K9H0 Hey Josh  Thanks for the follow back, keep safe and tweet later!  "
1,Played a descent golfround today!! 
1,@BattsLM Youre welcome! 
1,is seventeen today  and is trekking from chorleywood to see @dannymcfly @tommcfly @dougiemcfly and @mcflyharry in cambridge  &lt;3
1,good morning sunshine! finally..a ray of sunlight ^^ i miss that 
0,@hobosexual  Where did you read that at?
1,"finally got my pistaschio pudding  mmmMMMMMMmmmmm. yay piss pudding. smells like playdough, but tastes better!  tight!"
1,@GCTilla haha I could see it coming... Damn but it feels good u know. Once in a life time El Salvador gets a chance to shine 
0,@sugartastic The same thing keeps happening to me! I think all my followers have discovered that they secretly hate me 
0,Yo all. Im noob. Plz hlp me 
